,State,id,Year,State_Minimum_Wage,Federal_Minimum_Wage,CPI_Average
2931,Indiana,18,2022,7.25,7.25,288.347
2932,Iowa,19,2022,7.25,7.25,288.347
2933,Kansas,20,2022,7.25,7.25,288.347
2934,Kentucky,21,2022,7.25,7.25,288.347
2935,Louisiana,22,2022,0.0,7.25,288.347
2936,Maine,23,2022,12.75,7.25,288.347
2937,Maryland,24,2022,12.5,7.25,288.347
2938,Massachusetts,25,2022,14.25,7.25,288.347
2939,Michigan,26,2022,9.87,7.25,288.347
2940,Minnesota,27,2022,10.33,7.25,288.347
2941,Mississippi,28,2022,0.0,7.25,288.347
2942,Missouri,29,2022,11.15,7.25,288.347
2943,Montana,30,2022,9.2,7.25,288.347
2944,Nebraska,31,2022,9.0,7.25,288.347
2945,Nevada,32,2022,9.5,7.25,288.347
2946,New Hampshire,33,2022,7.25,7.25,288.347
2947,New Jersey,34,2022,13.0,7.25,288.347
2948,New Mexico,35,2022,11.5,7.25,288.347
2949,New York,36,2022,13.2,7.25,288.347
2950,North Carolina,37,2022,7.25,7.25,288.347
2951,North Dakota,38,2022,7.25,7.25,288.347
2952,Ohio,39,2022,9.3,7.25,288.347
2953,Oklahoma,40,2022,7.25,7.25,288.347
2954,Oregon,41,2022,13.5,7.25,288.347
2955,Pennsylvania,42,2022,7.25,7.25,288.347
2956,Puerto Rico,72,2022,7.25,7.25,288.347
2957,Rhode Island,44,2022,12.25,7.25,288.347
2958,South Carolina,45,2022,0.0,7.25,288.347
2959,South Dakota,46,2022,9.95,7.25,288.347
2960,Tennessee,47,2022,0.0,7.25,288.347
2961,Texas,48,2022,7.25,7.25,288.347
2962,U.S. Virgin Islands,78,2022,10.5,7.25,288.347
2963,Utah,49,2022,7.25,7.25,288.347
2964,Vermont,50,2022,12.55,7.25,288.347
2965,Virginia,51,2022,11.0,7.25,288.347
2966,Washington,53,2022,14.49,7.25,288.347
2967,West Virginia,54,2022,8.75,7.25,288.347
2968,Wisconsin,55,2022,7.25,7.25,288.347
2969,Wyoming,56,2022,7.25,7.25,288.347
