,State,id,Year,Federal_Minimum_Wage,Federal_Minimum_Wage_2022_Dollars,Effective_Minimum_Wage,Effective_Minimum_Wage_2022_Dollars,CPI_Average
2863,Alaska,2,2021,7.25,7.71,10.34,11.0,270.97
2864,Arizona,4,2021,7.25,7.71,12.15,12.93,270.97
2865,Arkansas,5,2021,7.25,7.71,11.0,11.71,270.97
2866,California,6,2021,7.25,7.71,13.0,13.83,270.97
2867,Colorado,8,2021,7.25,7.71,12.32,13.11,270.97
2868,Connecticut,9,2021,7.25,7.71,13.0,13.83,270.97
2869,Delaware,10,2021,7.25,7.71,9.25,9.84,270.97
2870,District of Columbia,11,2021,7.25,7.71,15.2,16.17,270.97
2871,Florida,12,2021,7.25,7.71,10.0,10.64,270.97
2872,Georgia,13,2021,7.25,7.71,7.25,7.71,270.97
2873,Guam,66,2021,7.25,7.71,8.75,9.31,270.97
2874,Hawaii,15,2021,7.25,7.71,10.1,10.75,270.97
2875,Idaho,16,2021,7.25,7.71,7.25,7.71,270.97
2876,Illinois,17,2021,7.25,7.71,11.0,11.71,270.97
2877,Indiana,18,2021,7.25,7.71,7.25,7.71,270.97
2878,Iowa,19,2021,7.25,7.71,7.25,7.71,270.97
2879,Kansas,20,2021,7.25,7.71,7.25,7.71,270.97
2880,Kentucky,21,2021,7.25,7.71,7.25,7.71,270.97
2881,Louisiana,22,2021,7.25,7.71,7.25,7.71,270.97
2882,Maine,23,2021,7.25,7.71,12.15,12.93,270.97
2883,Maryland,24,2021,7.25,7.71,11.75,12.5,270.97
2884,Massachusetts,25,2021,7.25,7.71,13.5,14.37,270.97
2885,Michigan,26,2021,7.25,7.71,9.65,10.27,270.97
2886,Minnesota,27,2021,7.25,7.71,10.08,10.73,270.97
2887,Mississippi,28,2021,7.25,7.71,7.25,7.71,270.97
2888,Missouri,29,2021,7.25,7.71,10.3,10.96,270.97
2889,Montana,30,2021,7.25,7.71,8.75,9.31,270.97
2890,Nebraska,31,2021,7.25,7.71,9.0,9.58,270.97
2891,Nevada,32,2021,7.25,7.71,8.75,9.31,270.97
2892,New Hampshire,33,2021,7.25,7.71,7.25,7.71,270.97
2893,New Jersey,34,2021,7.25,7.71,12.0,12.77,270.97
2894,New Mexico,35,2021,7.25,7.71,10.5,11.17,270.97
2895,New York,36,2021,7.25,7.71,12.5,13.3,270.97
2896,North Carolina,37,2021,7.25,7.71,7.25,7.71,270.97
2897,North Dakota,38,2021,7.25,7.71,7.25,7.71,270.97
2898,Ohio,39,2021,7.25,7.71,8.8,9.36,270.97
2899,Oklahoma,40,2021,7.25,7.71,7.25,7.71,270.97
2900,Oregon,41,2021,7.25,7.71,12.75,13.57,270.97
2901,Pennsylvania,42,2021,7.25,7.71,7.25,7.71,270.97
2902,Puerto Rico,72,2021,7.25,7.71,7.25,7.71,270.97
2903,Rhode Island,44,2021,7.25,7.71,11.5,12.24,270.97
2904,South Carolina,45,2021,7.25,7.71,7.25,7.71,270.97
2905,South Dakota,46,2021,7.25,7.71,9.45,10.06,270.97
2906,Tennessee,47,2021,7.25,7.71,7.25,7.71,270.97
2907,Texas,48,2021,7.25,7.71,7.25,7.71,270.97
2908,U.S. Virgin Islands,78,2021,7.25,7.71,10.5,11.17,270.97
2909,Utah,49,2021,7.25,7.71,7.25,7.71,270.97
2910,Vermont,50,2021,7.25,7.71,11.75,12.5,270.97
2911,Virginia,51,2021,7.25,7.71,9.5,10.11,270.97
2912,Washington,53,2021,7.25,7.71,13.69,14.57,270.97
2913,West Virginia,54,2021,7.25,7.71,8.75,9.31,270.97
2914,Wisconsin,55,2021,7.25,7.71,7.25,7.71,270.97
2915,Wyoming,56,2021,7.25,7.71,7.25,7.71,270.97
2916,Alabama,1,2022,7.25,7.25,7.25,7.25,288.347
2917,Alaska,2,2022,7.25,7.25,10.34,10.34,288.347
2918,Arizona,4,2022,7.25,7.25,12.8,12.8,288.347
2919,Arkansas,5,2022,7.25,7.25,11.0,11.0,288.347
2920,California,6,2022,7.25,7.25,14.0,14.0,288.347
2921,Colorado,8,2022,7.25,7.25,12.56,12.56,288.347
2922,Connecticut,9,2022,7.25,7.25,14.0,14.0,288.347
2923,Delaware,10,2022,7.25,7.25,10.5,10.5,288.347
2924,District of Columbia,11,2022,7.25,7.25,16.1,16.1,288.347
2925,Florida,12,2022,7.25,7.25,10.0,10.0,288.347
2926,Georgia,13,2022,7.25,7.25,7.25,7.25,288.347
2927,Guam,66,2022,7.25,7.25,9.25,9.25,288.347
2928,Hawaii,15,2022,7.25,7.25,12.0,12.0,288.347
2929,Idaho,16,2022,7.25,7.25,7.25,7.25,288.347
2930,Illinois,17,2022,7.25,7.25,12.0,12.0,288.347
2931,Indiana,18,2022,7.25,7.25,7.25,7.25,288.347
2932,Iowa,19,2022,7.25,7.25,7.25,7.25,288.347
2933,Kansas,20,2022,7.25,7.25,7.25,7.25,288.347
2934,Kentucky,21,2022,7.25,7.25,7.25,7.25,288.347
2935,Louisiana,22,2022,7.25,7.25,7.25,7.25,288.347
2936,Maine,23,2022,7.25,7.25,12.75,12.75,288.347
2937,Maryland,24,2022,7.25,7.25,12.5,12.5,288.347
2938,Massachusetts,25,2022,7.25,7.25,14.25,14.25,288.347
2939,Michigan,26,2022,7.25,7.25,9.87,9.87,288.347
2940,Minnesota,27,2022,7.25,7.25,10.33,10.33,288.347
2941,Mississippi,28,2022,7.25,7.25,7.25,7.25,288.347
2942,Missouri,29,2022,7.25,7.25,11.15,11.15,288.347
2943,Montana,30,2022,7.25,7.25,9.2,9.2,288.347
2944,Nebraska,31,2022,7.25,7.25,9.0,9.0,288.347
2945,Nevada,32,2022,7.25,7.25,9.5,9.5,288.347
2946,New Hampshire,33,2022,7.25,7.25,7.25,7.25,288.347
2947,New Jersey,34,2022,7.25,7.25,13.0,13.0,288.347
2948,New Mexico,35,2022,7.25,7.25,11.5,11.5,288.347
2949,New York,36,2022,7.25,7.25,13.2,13.2,288.347
2950,North Carolina,37,2022,7.25,7.25,7.25,7.25,288.347
2951,North Dakota,38,2022,7.25,7.25,7.25,7.25,288.347
2952,Ohio,39,2022,7.25,7.25,9.3,9.3,288.347
2953,Oklahoma,40,2022,7.25,7.25,7.25,7.25,288.347
2954,Oregon,41,2022,7.25,7.25,13.5,13.5,288.347
2955,Pennsylvania,42,2022,7.25,7.25,7.25,7.25,288.347
2956,Puerto Rico,72,2022,7.25,7.25,7.25,7.25,288.347
2957,Rhode Island,44,2022,7.25,7.25,12.25,12.25,288.347
2958,South Carolina,45,2022,7.25,7.25,7.25,7.25,288.347
2959,South Dakota,46,2022,7.25,7.25,9.95,9.95,288.347
2960,Tennessee,47,2022,7.25,7.25,7.25,7.25,288.347
2961,Texas,48,2022,7.25,7.25,7.25,7.25,288.347
2962,U.S. Virgin Islands,78,2022,7.25,7.25,10.5,10.5,288.347
2963,Utah,49,2022,7.25,7.25,7.25,7.25,288.347
2964,Vermont,50,2022,7.25,7.25,12.55,12.55,288.347
2965,Virginia,51,2022,7.25,7.25,11.0,11.0,288.347
2966,Washington,53,2022,7.25,7.25,14.49,14.49,288.347
2967,West Virginia,54,2022,7.25,7.25,8.75,8.75,288.347
2968,Wisconsin,55,2022,7.25,7.25,7.25,7.25,288.347
2969,Wyoming,56,2022,7.25,7.25,7.25,7.25,288.347
