,State,id,Year,Federal_Minimum_Wage,Federal_Minimum_Wage_2022_Dollars,Effective_Minimum_Wage,Effective_Minimum_Wage_2022_Dollars,CPI_Average
854,Tennessee,47,1983,3.35,9.7,3.35,9.7,99.6
855,Texas,48,1983,3.35,9.7,3.35,9.7,99.6
856,U.S. Virgin Islands,78,1983,3.35,9.7,3.35,9.7,99.6
857,Utah,49,1983,3.35,9.7,3.35,9.7,99.6
858,Vermont,50,1983,3.35,9.7,3.35,9.7,99.6
859,Virginia,51,1983,3.35,9.7,3.35,9.7,99.6
860,Washington,53,1983,3.35,9.7,3.35,9.7,99.6
861,West Virginia,54,1983,3.35,9.7,3.35,9.7,99.6
862,Wisconsin,55,1983,3.35,9.7,3.35,9.7,99.6
863,Wyoming,56,1983,3.35,9.7,3.35,9.7,99.6
864,Alabama,1,1984,3.35,9.3,3.35,9.3,103.9
865,Alaska,2,1984,3.35,9.3,3.85,10.68,103.9
866,Arizona,4,1984,3.35,9.3,3.35,9.3,103.9
867,Arkansas,5,1984,3.35,9.3,3.35,9.3,103.9
868,California,6,1984,3.35,9.3,3.35,9.3,103.9
869,Colorado,8,1984,3.35,9.3,3.35,9.3,103.9
870,Connecticut,9,1984,3.35,9.3,3.37,9.35,103.9
871,Delaware,10,1984,3.35,9.3,3.35,9.3,103.9
872,District of Columbia,11,1984,3.35,9.3,3.35,9.3,103.9
873,Florida,12,1984,3.35,9.3,3.35,9.3,103.9
874,Georgia,13,1984,3.35,9.3,3.35,9.3,103.9
875,Guam,66,1984,3.35,9.3,3.35,9.3,103.9
876,Hawaii,15,1984,3.35,9.3,3.35,9.3,103.9
877,Idaho,16,1984,3.35,9.3,3.35,9.3,103.9
878,Illinois,17,1984,3.35,9.3,3.35,9.3,103.9
879,Indiana,18,1984,3.35,9.3,3.35,9.3,103.9
880,Iowa,19,1984,3.35,9.3,3.35,9.3,103.9
881,Kansas,20,1984,3.35,9.3,3.35,9.3,103.9
882,Kentucky,21,1984,3.35,9.3,3.35,9.3,103.9
883,Louisiana,22,1984,3.35,9.3,3.35,9.3,103.9
884,Maine,23,1984,3.35,9.3,3.35,9.3,103.9
885,Maryland,24,1984,3.35,9.3,3.35,9.3,103.9
886,Massachusetts,25,1984,3.35,9.3,3.35,9.3,103.9
887,Michigan,26,1984,3.35,9.3,3.35,9.3,103.9
888,Minnesota,27,1984,3.35,9.3,3.35,9.3,103.9
889,Mississippi,28,1984,3.35,9.3,3.35,9.3,103.9
890,Missouri,29,1984,3.35,9.3,3.35,9.3,103.9
891,Montana,30,1984,3.35,9.3,3.35,9.3,103.9
892,Nebraska,31,1984,3.35,9.3,3.35,9.3,103.9
893,Nevada,32,1984,3.35,9.3,3.35,9.3,103.9
894,New Hampshire,33,1984,3.35,9.3,3.35,9.3,103.9
895,New Jersey,34,1984,3.35,9.3,3.35,9.3,103.9
896,New Mexico,35,1984,3.35,9.3,3.35,9.3,103.9
897,New York,36,1984,3.35,9.3,3.35,9.3,103.9
898,North Carolina,37,1984,3.35,9.3,3.35,9.3,103.9
899,North Dakota,38,1984,3.35,9.3,3.35,9.3,103.9
900,Ohio,39,1984,3.35,9.3,3.35,9.3,103.9
901,Oklahoma,40,1984,3.35,9.3,3.35,9.3,103.9
902,Oregon,41,1984,3.35,9.3,3.35,9.3,103.9
903,Pennsylvania,42,1984,3.35,9.3,3.35,9.3,103.9
904,Puerto Rico,72,1984,3.35,9.3,3.35,9.3,103.9
905,Rhode Island,44,1984,3.35,9.3,3.35,9.3,103.9
906,South Carolina,45,1984,3.35,9.3,3.35,9.3,103.9
907,South Dakota,46,1984,3.35,9.3,3.35,9.3,103.9
908,Tennessee,47,1984,3.35,9.3,3.35,9.3,103.9
909,Texas,48,1984,3.35,9.3,3.35,9.3,103.9
910,U.S. Virgin Islands,78,1984,3.35,9.3,3.35,9.3,103.9
911,Utah,49,1984,3.35,9.3,3.35,9.3,103.9
912,Vermont,50,1984,3.35,9.3,3.35,9.3,103.9
913,Virginia,51,1984,3.35,9.3,3.35,9.3,103.9
914,Washington,53,1984,3.35,9.3,3.35,9.3,103.9
915,West Virginia,54,1984,3.35,9.3,3.35,9.3,103.9
916,Wisconsin,55,1984,3.35,9.3,3.35,9.3,103.9
917,Wyoming,56,1984,3.35,9.3,3.35,9.3,103.9
918,Alabama,1,1985,3.35,8.98,3.35,8.98,107.6
919,Alaska,2,1985,3.35,8.98,3.85,10.32,107.6
920,Arizona,4,1985,3.35,8.98,3.35,8.98,107.6
921,Arkansas,5,1985,3.35,8.98,3.35,8.98,107.6
922,California,6,1985,3.35,8.98,3.35,8.98,107.6
923,Colorado,8,1985,3.35,8.98,3.35,8.98,107.6
924,Connecticut,9,1985,3.35,8.98,3.37,9.03,107.6
925,Delaware,10,1985,3.35,8.98,3.35,8.98,107.6
926,District of Columbia,11,1985,3.35,8.98,3.35,8.98,107.6
927,Florida,12,1985,3.35,8.98,3.35,8.98,107.6
928,Georgia,13,1985,3.35,8.98,3.35,8.98,107.6
929,Guam,66,1985,3.35,8.98,3.35,8.98,107.6
930,Hawaii,15,1985,3.35,8.98,3.35,8.98,107.6
931,Idaho,16,1985,3.35,8.98,3.35,8.98,107.6
932,Illinois,17,1985,3.35,8.98,3.35,8.98,107.6
933,Indiana,18,1985,3.35,8.98,3.35,8.98,107.6
934,Iowa,19,1985,3.35,8.98,3.35,8.98,107.6
935,Kansas,20,1985,3.35,8.98,3.35,8.98,107.6
936,Kentucky,21,1985,3.35,8.98,3.35,8.98,107.6
937,Louisiana,22,1985,3.35,8.98,3.35,8.98,107.6
938,Maine,23,1985,3.35,8.98,3.35,8.98,107.6
939,Maryland,24,1985,3.35,8.98,3.35,8.98,107.6
940,Massachusetts,25,1985,3.35,8.98,3.35,8.98,107.6
941,Michigan,26,1985,3.35,8.98,3.35,8.98,107.6
942,Minnesota,27,1985,3.35,8.98,3.35,8.98,107.6
943,Mississippi,28,1985,3.35,8.98,3.35,8.98,107.6
944,Missouri,29,1985,3.35,8.98,3.35,8.98,107.6
945,Montana,30,1985,3.35,8.98,3.35,8.98,107.6
946,Nebraska,31,1985,3.35,8.98,3.35,8.98,107.6
947,Nevada,32,1985,3.35,8.98,3.35,8.98,107.6
948,New Hampshire,33,1985,3.35,8.98,3.35,8.98,107.6
949,New Jersey,34,1985,3.35,8.98,3.35,8.98,107.6
950,New Mexico,35,1985,3.35,8.98,3.35,8.98,107.6
951,New York,36,1985,3.35,8.98,3.35,8.98,107.6
952,North Carolina,37,1985,3.35,8.98,3.35,8.98,107.6
953,North Dakota,38,1985,3.35,8.98,3.35,8.98,107.6
954,Ohio,39,1985,3.35,8.98,3.35,8.98,107.6
955,Oklahoma,40,1985,3.35,8.98,3.35,8.98,107.6
956,Oregon,41,1985,3.35,8.98,3.35,8.98,107.6
957,Pennsylvania,42,1985,3.35,8.98,3.35,8.98,107.6
958,Puerto Rico,72,1985,3.35,8.98,3.35,8.98,107.6
959,Rhode Island,44,1985,3.35,8.98,3.35,8.98,107.6
960,South Carolina,45,1985,3.35,8.98,3.35,8.98,107.6
961,South Dakota,46,1985,3.35,8.98,3.35,8.98,107.6
962,Tennessee,47,1985,3.35,8.98,3.35,8.98,107.6
963,Texas,48,1985,3.35,8.98,3.35,8.98,107.6
964,U.S. Virgin Islands,78,1985,3.35,8.98,3.35,8.98,107.6
965,Utah,49,1985,3.35,8.98,3.35,8.98,107.6
966,Vermont,50,1985,3.35,8.98,3.35,8.98,107.6
967,Virginia,51,1985,3.35,8.98,3.35,8.98,107.6
968,Washington,53,1985,3.35,8.98,3.35,8.98,107.6
969,West Virginia,54,1985,3.35,8.98,3.35,8.98,107.6
970,Wisconsin,55,1985,3.35,8.98,3.35,8.98,107.6
971,Wyoming,56,1985,3.35,8.98,3.35,8.98,107.6
972,Alabama,1,1986,3.35,8.81,3.35,8.81,109.6
973,Alaska,2,1986,3.35,8.81,3.85,10.13,109.6
974,Arizona,4,1986,3.35,8.81,3.35,8.81,109.6
975,Arkansas,5,1986,3.35,8.81,3.35,8.81,109.6
976,California,6,1986,3.35,8.81,3.35,8.81,109.6
977,Colorado,8,1986,3.35,8.81,3.35,8.81,109.6
978,Connecticut,9,1986,3.35,8.81,3.37,8.87,109.6
979,Delaware,10,1986,3.35,8.81,3.35,8.81,109.6
980,District of Columbia,11,1986,3.35,8.81,3.35,8.81,109.6
981,Florida,12,1986,3.35,8.81,3.35,8.81,109.6
982,Georgia,13,1986,3.35,8.81,3.35,8.81,109.6
983,Guam,66,1986,3.35,8.81,3.35,8.81,109.6
984,Hawaii,15,1986,3.35,8.81,3.35,8.81,109.6
985,Idaho,16,1986,3.35,8.81,3.35,8.81,109.6
986,Illinois,17,1986,3.35,8.81,3.35,8.81,109.6
987,Indiana,18,1986,3.35,8.81,3.35,8.81,109.6
988,Iowa,19,1986,3.35,8.81,3.35,8.81,109.6
989,Kansas,20,1986,3.35,8.81,3.35,8.81,109.6
990,Kentucky,21,1986,3.35,8.81,3.35,8.81,109.6
991,Louisiana,22,1986,3.35,8.81,3.35,8.81,109.6
992,Maine,23,1986,3.35,8.81,3.35,8.81,109.6
993,Maryland,24,1986,3.35,8.81,3.35,8.81,109.6
994,Massachusetts,25,1986,3.35,8.81,3.35,8.81,109.6
995,Michigan,26,1986,3.35,8.81,3.35,8.81,109.6
996,Minnesota,27,1986,3.35,8.81,3.35,8.81,109.6
997,Mississippi,28,1986,3.35,8.81,3.35,8.81,109.6
998,Missouri,29,1986,3.35,8.81,3.35,8.81,109.6
999,Montana,30,1986,3.35,8.81,3.35,8.81,109.6
1000,Nebraska,31,1986,3.35,8.81,3.35,8.81,109.6
1001,Nevada,32,1986,3.35,8.81,3.35,8.81,109.6
1002,New Hampshire,33,1986,3.35,8.81,3.35,8.81,109.6
1003,New Jersey,34,1986,3.35,8.81,3.35,8.81,109.6
1004,New Mexico,35,1986,3.35,8.81,3.35,8.81,109.6
1005,New York,36,1986,3.35,8.81,3.35,8.81,109.6
1006,North Carolina,37,1986,3.35,8.81,3.35,8.81,109.6
1007,North Dakota,38,1986,3.35,8.81,3.35,8.81,109.6
1008,Ohio,39,1986,3.35,8.81,3.35,8.81,109.6
1009,Oklahoma,40,1986,3.35,8.81,3.35,8.81,109.6
1010,Oregon,41,1986,3.35,8.81,3.35,8.81,109.6
1011,Pennsylvania,42,1986,3.35,8.81,3.35,8.81,109.6
1012,Puerto Rico,72,1986,3.35,8.81,3.35,8.81,109.6
1013,Rhode Island,44,1986,3.35,8.81,3.35,8.81,109.6
1014,South Carolina,45,1986,3.35,8.81,3.35,8.81,109.6
1015,South Dakota,46,1986,3.35,8.81,3.35,8.81,109.6
1016,Tennessee,47,1986,3.35,8.81,3.35,8.81,109.6
1017,Texas,48,1986,3.35,8.81,3.35,8.81,109.6
1018,U.S. Virgin Islands,78,1986,3.35,8.81,3.35,8.81,109.6
1019,Utah,49,1986,3.35,8.81,3.35,8.81,109.6
1020,Vermont,50,1986,3.35,8.81,3.35,8.81,109.6
1021,Virginia,51,1986,3.35,8.81,3.35,8.81,109.6
1022,Washington,53,1986,3.35,8.81,3.35,8.81,109.6
1023,West Virginia,54,1986,3.35,8.81,3.35,8.81,109.6
1024,Wisconsin,55,1986,3.35,8.81,3.35,8.81,109.6
1025,Wyoming,56,1986,3.35,8.81,3.35,8.81,109.6
1026,Alabama,1,1987,3.35,8.5,3.35,8.5,113.6
1027,Alaska,2,1987,3.35,8.5,3.85,9.77,113.6
1028,Arizona,4,1987,3.35,8.5,3.35,8.5,113.6
1029,Arkansas,5,1987,3.35,8.5,3.35,8.5,113.6
1030,California,6,1987,3.35,8.5,3.35,8.5,113.6
1031,Colorado,8,1987,3.35,8.5,3.35,8.5,113.6
1032,Connecticut,9,1987,3.35,8.5,3.37,8.55,113.6
1033,Delaware,10,1987,3.35,8.5,3.35,8.5,113.6
1034,District of Columbia,11,1987,3.35,8.5,3.35,8.5,113.6
1035,Florida,12,1987,3.35,8.5,3.35,8.5,113.6
1036,Georgia,13,1987,3.35,8.5,3.35,8.5,113.6
1037,Guam,66,1987,3.35,8.5,3.35,8.5,113.6
1038,Hawaii,15,1987,3.35,8.5,3.35,8.5,113.6
1039,Idaho,16,1987,3.35,8.5,3.35,8.5,113.6
1040,Illinois,17,1987,3.35,8.5,3.35,8.5,113.6
1041,Indiana,18,1987,3.35,8.5,3.35,8.5,113.6
1042,Iowa,19,1987,3.35,8.5,3.35,8.5,113.6
1043,Kansas,20,1987,3.35,8.5,3.35,8.5,113.6
1044,Kentucky,21,1987,3.35,8.5,3.35,8.5,113.6
1045,Louisiana,22,1987,3.35,8.5,3.35,8.5,113.6
1046,Maine,23,1987,3.35,8.5,3.35,8.5,113.6
1047,Maryland,24,1987,3.35,8.5,3.35,8.5,113.6
1048,Massachusetts,25,1987,3.35,8.5,3.35,8.5,113.6
1049,Michigan,26,1987,3.35,8.5,3.35,8.5,113.6
1050,Minnesota,27,1987,3.35,8.5,3.35,8.5,113.6
1051,Mississippi,28,1987,3.35,8.5,3.35,8.5,113.6
1052,Missouri,29,1987,3.35,8.5,3.35,8.5,113.6
1053,Montana,30,1987,3.35,8.5,3.35,8.5,113.6
1054,Nebraska,31,1987,3.35,8.5,3.35,8.5,113.6
1055,Nevada,32,1987,3.35,8.5,3.35,8.5,113.6
1056,New Hampshire,33,1987,3.35,8.5,3.35,8.5,113.6
1057,New Jersey,34,1987,3.35,8.5,3.35,8.5,113.6
1058,New Mexico,35,1987,3.35,8.5,3.35,8.5,113.6
1059,New York,36,1987,3.35,8.5,3.35,8.5,113.6
1060,North Carolina,37,1987,3.35,8.5,3.35,8.5,113.6
1061,North Dakota,38,1987,3.35,8.5,3.35,8.5,113.6
1062,Ohio,39,1987,3.35,8.5,3.35,8.5,113.6
1063,Oklahoma,40,1987,3.35,8.5,3.35,8.5,113.6
1064,Oregon,41,1987,3.35,8.5,3.35,8.5,113.6
1065,Pennsylvania,42,1987,3.35,8.5,3.35,8.5,113.6
1066,Puerto Rico,72,1987,3.35,8.5,3.35,8.5,113.6
1067,Rhode Island,44,1987,3.35,8.5,3.35,8.5,113.6
1068,South Carolina,45,1987,3.35,8.5,3.35,8.5,113.6
1069,South Dakota,46,1987,3.35,8.5,3.35,8.5,113.6
1070,Tennessee,47,1987,3.35,8.5,3.35,8.5,113.6
1071,Texas,48,1987,3.35,8.5,3.35,8.5,113.6
1072,U.S. Virgin Islands,78,1987,3.35,8.5,3.35,8.5,113.6
1073,Utah,49,1987,3.35,8.5,3.35,8.5,113.6
1074,Vermont,50,1987,3.35,8.5,3.35,8.5,113.6
1075,Virginia,51,1987,3.35,8.5,3.35,8.5,113.6
1076,Washington,53,1987,3.35,8.5,3.35,8.5,113.6
1077,West Virginia,54,1987,3.35,8.5,3.35,8.5,113.6
1078,Wisconsin,55,1987,3.35,8.5,3.35,8.5,113.6
1079,Wyoming,56,1987,3.35,8.5,3.35,8.5,113.6
1080,Alabama,1,1988,3.35,8.17,3.35,8.17,118.3
1081,Alaska,2,1988,3.35,8.17,3.85,9.38,118.3
1082,Arizona,4,1988,3.35,8.17,3.35,8.17,118.3
1083,Arkansas,5,1988,3.35,8.17,3.35,8.17,118.3
1084,California,6,1988,3.35,8.17,3.35,8.17,118.3
1085,Colorado,8,1988,3.35,8.17,3.35,8.17,118.3
1086,Connecticut,9,1988,3.35,8.17,3.75,9.14,118.3
1087,Delaware,10,1988,3.35,8.17,3.35,8.17,118.3
1088,District of Columbia,11,1988,3.35,8.17,3.5,8.53,118.3
1089,Florida,12,1988,3.35,8.17,3.35,8.17,118.3
1090,Georgia,13,1988,3.35,8.17,3.35,8.17,118.3
1091,Guam,66,1988,3.35,8.17,3.35,8.17,118.3
1092,Hawaii,15,1988,3.35,8.17,3.85,9.38,118.3
1093,Idaho,16,1988,3.35,8.17,3.35,8.17,118.3
1094,Illinois,17,1988,3.35,8.17,3.35,8.17,118.3
1095,Indiana,18,1988,3.35,8.17,3.35,8.17,118.3
1096,Iowa,19,1988,3.35,8.17,3.35,8.17,118.3
1097,Kansas,20,1988,3.35,8.17,3.35,8.17,118.3
1098,Kentucky,21,1988,3.35,8.17,3.35,8.17,118.3
1099,Louisiana,22,1988,3.35,8.17,3.35,8.17,118.3
1100,Maine,23,1988,3.35,8.17,3.65,8.9,118.3
1101,Maryland,24,1988,3.35,8.17,3.35,8.17,118.3
1102,Massachusetts,25,1988,3.35,8.17,3.65,8.9,118.3
1103,Michigan,26,1988,3.35,8.17,3.35,8.17,118.3
1104,Minnesota,27,1988,3.35,8.17,3.55,8.65,118.3
1105,Mississippi,28,1988,3.35,8.17,3.35,8.17,118.3
1106,Missouri,29,1988,3.35,8.17,3.35,8.17,118.3
1107,Montana,30,1988,3.35,8.17,3.35,8.17,118.3
1108,Nebraska,31,1988,3.35,8.17,3.35,8.17,118.3
1109,Nevada,32,1988,3.35,8.17,3.35,8.17,118.3
1110,New Hampshire,33,1988,3.35,8.17,3.55,8.65,118.3
1111,New Jersey,34,1988,3.35,8.17,3.35,8.17,118.3
1112,New Mexico,35,1988,3.35,8.17,3.35,8.17,118.3
1113,New York,36,1988,3.35,8.17,3.35,8.17,118.3
1114,North Carolina,37,1988,3.35,8.17,3.35,8.17,118.3
1115,North Dakota,38,1988,3.35,8.17,3.35,8.17,118.3
1116,Ohio,39,1988,3.35,8.17,3.35,8.17,118.3
1117,Oklahoma,40,1988,3.35,8.17,3.35,8.17,118.3
1118,Oregon,41,1988,3.35,8.17,3.35,8.17,118.3
1119,Pennsylvania,42,1988,3.35,8.17,3.35,8.17,118.3
1120,Puerto Rico,72,1988,3.35,8.17,3.35,8.17,118.3
1121,Rhode Island,44,1988,3.35,8.17,3.65,8.9,118.3
1122,South Carolina,45,1988,3.35,8.17,3.35,8.17,118.3
1123,South Dakota,46,1988,3.35,8.17,3.35,8.17,118.3
1124,Tennessee,47,1988,3.35,8.17,3.35,8.17,118.3
1125,Texas,48,1988,3.35,8.17,3.35,8.17,118.3
1126,U.S. Virgin Islands,78,1988,3.35,8.17,3.35,8.17,118.3
1127,Utah,49,1988,3.35,8.17,3.35,8.17,118.3
1128,Vermont,50,1988,3.35,8.17,3.55,8.65,118.3
1129,Virginia,51,1988,3.35,8.17,3.35,8.17,118.3
1130,Washington,53,1988,3.35,8.17,3.35,8.17,118.3
1131,West Virginia,54,1988,3.35,8.17,3.35,8.17,118.3
1132,Wisconsin,55,1988,3.35,8.17,3.35,8.17,118.3
1133,Wyoming,56,1988,3.35,8.17,3.35,8.17,118.3
1134,Alabama,1,1989,3.35,7.79,3.35,7.79,124.0
1135,Alaska,2,1989,3.35,7.79,3.85,8.95,124.0
1136,Arizona,4,1989,3.35,7.79,3.35,7.79,124.0
1137,Arkansas,5,1989,3.35,7.79,3.35,7.79,124.0
1138,California,6,1989,3.35,7.79,3.35,7.79,124.0
1139,Colorado,8,1989,3.35,7.79,3.35,7.79,124.0
1140,Connecticut,9,1989,3.35,7.79,3.75,8.72,124.0
1141,Delaware,10,1989,3.35,7.79,3.35,7.79,124.0
1142,District of Columbia,11,1989,3.35,7.79,3.5,8.14,124.0
1143,Florida,12,1989,3.35,7.79,3.35,7.79,124.0
1144,Georgia,13,1989,3.35,7.79,3.35,7.79,124.0
1145,Guam,66,1989,3.35,7.79,3.35,7.79,124.0
1146,Hawaii,15,1989,3.35,7.79,3.85,8.95,124.0
1147,Idaho,16,1989,3.35,7.79,3.35,7.79,124.0
1148,Illinois,17,1989,3.35,7.79,3.35,7.79,124.0
1149,Indiana,18,1989,3.35,7.79,3.35,7.79,124.0
1150,Iowa,19,1989,3.35,7.79,3.35,7.79,124.0
1151,Kansas,20,1989,3.35,7.79,3.35,7.79,124.0
1152,Kentucky,21,1989,3.35,7.79,3.35,7.79,124.0
1153,Louisiana,22,1989,3.35,7.79,3.35,7.79,124.0
1154,Maine,23,1989,3.35,7.79,3.65,8.49,124.0
1155,Maryland,24,1989,3.35,7.79,3.35,7.79,124.0
1156,Massachusetts,25,1989,3.35,7.79,3.65,8.49,124.0
1157,Michigan,26,1989,3.35,7.79,3.35,7.79,124.0
1158,Minnesota,27,1989,3.35,7.79,3.55,8.26,124.0
1159,Mississippi,28,1989,3.35,7.79,3.35,7.79,124.0
1160,Missouri,29,1989,3.35,7.79,3.35,7.79,124.0
1161,Montana,30,1989,3.35,7.79,3.35,7.79,124.0
1162,Nebraska,31,1989,3.35,7.79,3.35,7.79,124.0
1163,Nevada,32,1989,3.35,7.79,3.35,7.79,124.0
1164,New Hampshire,33,1989,3.35,7.79,3.55,8.26,124.0
1165,New Jersey,34,1989,3.35,7.79,3.35,7.79,124.0
1166,New Mexico,35,1989,3.35,7.79,3.35,7.79,124.0
1167,New York,36,1989,3.35,7.79,3.35,7.79,124.0
1168,North Carolina,37,1989,3.35,7.79,3.35,7.79,124.0
1169,North Dakota,38,1989,3.35,7.79,3.35,7.79,124.0
1170,Ohio,39,1989,3.35,7.79,3.35,7.79,124.0
1171,Oklahoma,40,1989,3.35,7.79,3.35,7.79,124.0
1172,Oregon,41,1989,3.35,7.79,3.35,7.79,124.0
1173,Pennsylvania,42,1989,3.35,7.79,3.35,7.79,124.0
1174,Puerto Rico,72,1989,3.35,7.79,3.35,7.79,124.0
1175,Rhode Island,44,1989,3.35,7.79,3.65,8.49,124.0
1176,South Carolina,45,1989,3.35,7.79,3.35,7.79,124.0
1177,South Dakota,46,1989,3.35,7.79,3.35,7.79,124.0
1178,Tennessee,47,1989,3.35,7.79,3.35,7.79,124.0
1179,Texas,48,1989,3.35,7.79,3.35,7.79,124.0
1180,U.S. Virgin Islands,78,1989,3.35,7.79,3.35,7.79,124.0
1181,Utah,49,1989,3.35,7.79,3.35,7.79,124.0
1182,Vermont,50,1989,3.35,7.79,3.55,8.26,124.0
1183,Virginia,51,1989,3.35,7.79,3.35,7.79,124.0
1184,Washington,53,1989,3.35,7.79,3.35,7.79,124.0
1185,West Virginia,54,1989,3.35,7.79,3.35,7.79,124.0
1186,Wisconsin,55,1989,3.35,7.79,3.35,7.79,124.0
1187,Wyoming,56,1989,3.35,7.79,3.35,7.79,124.0
1188,Alabama,1,1990,3.35,7.39,3.35,7.39,130.7
1189,Alaska,2,1990,3.35,7.39,3.85,8.49,130.7
1190,Arizona,4,1990,3.35,7.39,3.35,7.39,130.7
1191,Arkansas,5,1990,3.35,7.39,3.35,7.39,130.7
1192,California,6,1990,3.35,7.39,3.35,7.39,130.7
1193,Colorado,8,1990,3.35,7.39,3.35,7.39,130.7
1194,Connecticut,9,1990,3.35,7.39,3.75,8.27,130.7
1195,Delaware,10,1990,3.35,7.39,3.35,7.39,130.7
1196,District of Columbia,11,1990,3.35,7.39,3.5,7.72,130.7
1197,Florida,12,1990,3.35,7.39,3.35,7.39,130.7
1198,Georgia,13,1990,3.35,7.39,3.35,7.39,130.7
1199,Guam,66,1990,3.35,7.39,3.35,7.39,130.7
1200,Hawaii,15,1990,3.35,7.39,3.85,8.49,130.7
1201,Idaho,16,1990,3.35,7.39,3.35,7.39,130.7
1202,Illinois,17,1990,3.35,7.39,3.35,7.39,130.7
1203,Indiana,18,1990,3.35,7.39,3.35,7.39,130.7
1204,Iowa,19,1990,3.35,7.39,3.35,7.39,130.7
1205,Kansas,20,1990,3.35,7.39,3.35,7.39,130.7
